id,species,quantity,description,url,latitude,longitude,location,sighted_at,created_at,updated_at,orca_type,orca_pod
5a84baa0686f74490f9c1700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84baa0686f74490f9c1700,48.3,-123.53,"Sooke, BC, CA",2016-09-28T22:00:00Z,2018-02-14T22:39:28Z,2018-02-14T22:39:28Z,southern resident,l
5a84baa2686f74490fa41700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84baa2686f74490fa41700,48.30712,-123.65129,"Sooke, BC, CA",2016-09-28T21:47:00Z,2018-02-14T22:39:30Z,2018-02-14T22:39:30Z,southern resident,j
5a84ba9f686f74490f941700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba9f686f74490f941700,48.29261,-123.66766,"Sooke, BC, CA",2016-09-28T21:37:00Z,2018-02-14T22:39:27Z,2018-02-14T22:39:27Z,southern resident,j
5a84ba9c686f74490f841700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba9c686f74490f841700,48.27069,-123.67664,"Sooke, BC, CA",2016-09-28T21:27:00Z,2018-02-14T22:39:24Z,2018-02-14T22:39:24Z,southern resident,j
5a84ba9a686f74490f781700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba9a686f74490f781700,48.27,-123.67,"Sooke, BC, CA",2016-09-28T21:20:00Z,2018-02-14T22:39:22Z,2018-02-14T22:39:22Z,southern resident,j
5a84ba99686f74490f761700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba99686f74490f761700,48.26859,-123.67001,"Sooke, BC, CA",2016-09-28T21:17:00Z,2018-02-14T22:39:21Z,2018-02-14T22:39:21Z,southern resident,j
5a84ba92686f74490f501700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba92686f74490f501700,48.21611,-123.7167,,2016-09-26T21:48:00Z,2018-02-14T22:39:14Z,2018-02-14T22:39:14Z,southern resident,"k, l"
5a84ba93686f74490f541700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba93686f74490f541700,48.22817,-123.73907,"Port Angeles, WA, US",2016-09-26T21:38:00Z,2018-02-14T22:39:15Z,2018-02-14T22:39:15Z,southern resident,"k, l"
5a84ba93686f74490f561700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba93686f74490f561700,48.23565,-123.75125,"Port Angeles, WA, US",2016-09-26T21:28:00Z,2018-02-14T22:39:15Z,2018-02-14T22:39:15Z,southern resident,"k, l"
5a84ba94686f74490f581700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba94686f74490f581700,48.23933,-123.74792,"Port Angeles, WA, US",2016-09-26T21:18:00Z,2018-02-14T22:39:16Z,2018-02-14T22:39:16Z,southern resident,"k, l"
5a84ba94686f74490f5a1700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba94686f74490f5a1700,48.25203,-123.73616,"Port Angeles, WA, US",2016-09-26T21:09:00Z,2018-02-14T22:39:16Z,2018-02-14T22:39:16Z,southern resident,"k, l"
5a84ba93686f74490f521700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba93686f74490f521700,48.22,-123.72,"Port Angeles, WA, US",2016-09-26T21:00:00Z,2018-02-14T22:39:15Z,2018-02-14T22:39:15Z,southern resident,"k, l"
5a84bb5d686f74490f9a1b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb5d686f74490f9a1b00,48.57763,-123.1999667,"Friday Harbor, WA, US",2016-09-25T22:28:00Z,2018-02-14T22:42:37Z,2018-02-14T22:42:37Z,southern resident,k
5a84bb18686f74490f281a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb18686f74490f281a00,48.48731333,-123.1259483,,2016-09-25T21:28:00Z,2018-02-14T22:41:28Z,2018-02-14T22:41:28Z,southern resident,
5a84bb27686f74490f781a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb27686f74490f781a00,48.50279833,-123.1436183,"Friday Harbor, WA, US",2016-09-25T20:57:00Z,2018-02-14T22:41:43Z,2018-02-14T22:41:43Z,southern resident,
5a84bb31686f74490fae1a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb31686f74490fae1a00,48.51748333,-123.16196,"Friday Harbor, WA, US",2016-09-25T20:30:00Z,2018-02-14T22:41:53Z,2018-02-14T22:41:53Z,southern resident,
5a84bb33686f74490fba1a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb33686f74490fba1a00,48.52120833,-123.1646833,"Friday Harbor, WA, US",2016-09-25T19:55:00Z,2018-02-14T22:41:55Z,2018-02-14T22:41:55Z,southern resident,
5a84bb09686f74490fd21900,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb09686f74490fd21900,48.47864,-123.10623,,2016-09-25T18:29:00Z,2018-02-14T22:41:13Z,2018-02-14T22:41:13Z,southern resident,k
5a84bb13686f74490f0c1a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb13686f74490f0c1a00,48.4845,-123.1208,"Friday Harbor, WA, US",2016-09-25T18:19:00Z,2018-02-14T22:41:23Z,2018-02-14T22:41:23Z,southern resident,k
5a84bb1e686f74490f461a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb1e686f74490f461a00,48.49133,-123.13202,"Friday Harbor, WA, US",2016-09-25T18:09:00Z,2018-02-14T22:41:34Z,2018-02-14T22:41:34Z,southern resident,k
5a84bb18686f74490f261a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb18686f74490f261a00,48.4869,-123.12399,"Friday Harbor, WA, US",2016-09-25T17:59:00Z,2018-02-14T22:41:28Z,2018-02-14T22:41:28Z,southern resident,k
5a84bb12686f74490f061a00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb12686f74490f061a00,48.48378,-123.11812,"Friday Harbor, WA, US",2016-09-25T17:50:00Z,2018-02-14T22:41:22Z,2018-02-14T22:41:22Z,southern resident,k
5a84bb02686f74490fac1900,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb02686f74490fac1900,48.48,-123.11,"Friday Harbor, WA, US",2016-09-25T17:44:00Z,2018-02-14T22:41:06Z,2018-02-14T22:41:06Z,southern resident,k
5a84bb82686f74490f601c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb82686f74490f601c00,48.65593833,-123.2328583,"Friday Harbor, WA, US",2016-09-22T22:56:00Z,2018-02-14T22:43:14Z,2018-02-14T22:43:14Z,southern resident,"j, k"
5a84bb88686f74490f821c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb88686f74490f821c00,48.67852333,-123.2437633,,2016-09-22T22:23:00Z,2018-02-14T22:43:20Z,2018-02-14T22:43:20Z,southern resident,"j, l"
5a84bb8e686f74490fa61c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb8e686f74490fa61c00,48.70255167,-123.2185667,"Friday Harbor, WA, US",2016-09-22T21:56:00Z,2018-02-14T22:43:26Z,2018-02-14T22:43:26Z,southern resident,"j, k, l"
5a84bb91686f74490fb41c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb91686f74490fb41c00,48.72483,-123.1739617,,2016-09-22T21:25:00Z,2018-02-14T22:43:29Z,2018-02-14T22:43:29Z,southern resident,"j, k"
5a84bb93686f74490fc01c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb93686f74490fc01c00,48.73412167,-123.1616983,,2016-09-22T20:55:00Z,2018-02-14T22:43:31Z,2018-02-14T22:43:31Z,southern resident,"j, k"
5a84bb9a686f74490fe61c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb9a686f74490fe61c00,48.76006667,-123.0903917,"Saturna, BC, CA",2016-09-22T20:24:00Z,2018-02-14T22:43:38Z,2018-02-14T22:43:38Z,southern resident,"j, k"
5a84bb9f686f74490f021d00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb9f686f74490f021d00,48.77533833,-123.0486833,"Saturna, BC, CA",2016-09-22T19:54:00Z,2018-02-14T22:43:43Z,2018-02-14T22:43:43Z,southern resident,"j, k"
5a84bba9686f74490f361d00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bba9686f74490f361d00,48.80588333,-123.06331,"Saturna, BC, CA",2016-09-22T19:27:00Z,2018-02-14T22:43:53Z,2018-02-14T22:43:53Z,southern resident,"j, k"
5a84bbaa686f74490f3c1d00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bbaa686f74490f3c1d00,48.82122167,-123.0724783,,2016-09-22T18:57:00Z,2018-02-14T22:43:54Z,2018-02-14T22:43:54Z,southern resident,"j, k"
5a84bb97686f74490fd81c00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb97686f74490fd81c00,48.752517,-123.31405,,2016-09-21T23:30:00Z,2018-02-14T22:43:35Z,2018-02-14T22:43:35Z,offshore,
5a84bb56686f74490f761b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb56686f74490f761b00,48.57225,-123.18346,"Friday Harbor, WA, US",2016-09-21T22:40:00Z,2018-02-14T22:42:30Z,2018-02-14T22:42:30Z,southern resident,"j, k, l"
5a84bb58686f74490f7e1b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb58686f74490f7e1b00,48.57314,-123.18672,"Friday Harbor, WA, US",2016-09-21T22:30:00Z,2018-02-14T22:42:32Z,2018-02-14T22:42:32Z,southern resident,"j, k, l"
5a84bb4a686f74490f321b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb4a686f74490f321b00,48.56314,-123.187,"Friday Harbor, WA, US",2016-09-21T22:20:00Z,2018-02-14T22:42:18Z,2018-02-14T22:42:18Z,southern resident,"j, k, l"
5a84bb47686f74490f241b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb47686f74490f241b00,48.55967,-123.18388,"Friday Harbor, WA, US",2016-09-21T22:10:00Z,2018-02-14T22:42:15Z,2018-02-14T22:42:15Z,southern resident,"j, k, l"
5a84bb43686f74490f101b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb43686f74490f101b00,48.54898,-123.17577,"Friday Harbor, WA, US",2016-09-21T22:00:00Z,2018-02-14T22:42:11Z,2018-02-14T22:42:11Z,southern resident,"j, k, l"
5a84bb41686f74490f041b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb41686f74490f041b00,48.54626,-123.17274,"Friday Harbor, WA, US",2016-09-21T21:50:00Z,2018-02-14T22:42:09Z,2018-02-14T22:42:09Z,southern resident,"j, k, l"
5a84bb44686f74490f141b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb44686f74490f141b00,48.54993,-123.17482,,2016-09-21T21:40:00Z,2018-02-14T22:42:12Z,2018-02-14T22:42:12Z,southern resident,"j, k, l"
5a84bb42686f74490f0a1b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb42686f74490f0a1b00,48.54812,-123.17131,"Friday Harbor, WA, US",2016-09-21T21:30:00Z,2018-02-14T22:42:10Z,2018-02-14T22:42:10Z,southern resident,"j, k, l"
5a84bb42686f74490f081b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb42686f74490f081b00,48.54797,-123.17497,"Friday Harbor, WA, US",2016-09-21T21:20:00Z,2018-02-14T22:42:10Z,2018-02-14T22:42:10Z,southern resident,"j, k, l"
5a84bb48686f74490f281b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb48686f74490f281b00,48.5603,-123.18504,"Friday Harbor, WA, US",2016-09-21T21:10:00Z,2018-02-14T22:42:16Z,2018-02-14T22:42:16Z,southern resident,"j, k, l"
5a84bb49686f74490f301b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb49686f74490f301b00,48.56305,-123.18542,"Friday Harbor, WA, US",2016-09-21T21:00:00Z,2018-02-14T22:42:17Z,2018-02-14T22:42:17Z,southern resident,"j, k, l"
5a84bb55686f74490f701b00,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bb55686f74490f701b00,48.57098,-123.18579,"Friday Harbor, WA, US",2016-09-21T20:51:00Z,2018-02-14T22:42:29Z,2018-02-14T22:42:29Z,southern resident,"j, k, l"
5a84bab2686f74490ffa1700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bab2686f74490ffa1700,48.36301,-123.22607,"Juan de Fuca, BC, CA",2016-09-21T18:51:00Z,2018-02-14T22:39:46Z,2018-02-14T22:39:46Z,southern resident,l
5a84bab8686f74490f181800,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bab8686f74490f181800,48.38044,-123.21881,"Juan de Fuca, BC, CA",2016-09-21T18:41:00Z,2018-02-14T22:39:52Z,2018-02-14T22:39:52Z,southern resident,l
5a84bab7686f74490f141800,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bab7686f74490f141800,48.37413,-123.23616,"Juan de Fuca, BC, CA",2016-09-21T18:31:00Z,2018-02-14T22:39:51Z,2018-02-14T22:39:51Z,southern resident,l
5a84bab6686f74490f101800,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84bab6686f74490f101800,48.37,-123.23,"Juan de Fuca, BC, CA",2016-09-21T18:30:00Z,2018-02-14T22:39:50Z,2018-02-14T22:39:50Z,southern resident,l
5a84ba9e686f74490f8e1700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba9e686f74490f8e1700,48.28753,-123.20094,"Juan de Fuca, BC, CA",2016-09-20T23:25:00Z,2018-02-14T22:39:26Z,2018-02-14T22:39:26Z,southern resident,
5a84ba9c686f74490f821700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba9c686f74490f821700,48.27,-123.17,"Juan de Fuca, BC, CA",2016-09-20T23:20:00Z,2018-02-14T22:39:24Z,2018-02-14T22:39:24Z,southern resident,
5a84ba98686f74490f6c1700,orca,,Imported by The Whale Museum.,http://hotline.whalemuseum.org/sightings/5a84ba98686f74490f6c1700,48.26537,-123.1653,"Juan de Fuca, BC, CA",2016-09-20T23:15:00Z,2018-02-14T22:39:20Z,2018-02-14T22:39:20Z,southern resident,
